Starting negotiation session.
Round 1
  Turn 1: Party 1       (Offer: Bid[Pie: a990, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a0, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 2
  Turn 1: Party 1       (Offer: Bid[Pie: a984, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a2, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 3
  Turn 1: Party 1       (Offer: Bid[Pie: a985, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a1, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 4
  Turn 1: Party 1       (Offer: Bid[Pie: a981, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a26, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 5
  Turn 1: Party 1       (Offer: Bid[Pie: a976, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a1, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 6
  Turn 1: Party 1       (Offer: Bid[Pie: a993, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a50, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 7
  Turn 1: Party 1       (Offer: Bid[Pie: a970, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a3, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 8
  Turn 1: Party 1       (Offer: Bid[Pie: a936, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a39, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 9
  Turn 1: Party 1       (Offer: Bid[Pie: a927, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a83, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 10
  Turn 1: Party 1       (Offer: Bid[Pie: a923, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a5, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 30 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 11
  Turn 1: Party 1       (Offer: Bid[Pie: a984, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a36, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.12, Delivery: 45 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 12
  Turn 1: Party 1       (Offer: Bid[Pie: a949, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a17, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 45 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 30 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 13
  Turn 1: Party 1       (Offer: Bid[Pie: a960, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a61, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 30 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 30 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 14
  Turn 1: Party 1       (Offer: Bid[Pie: a922, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a5, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.47, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
  Turn 4: Party 4       (Offer: Bid[Price: $4.37, Delivery: 30 days, Payment: 30 days after delivery, Returns: 5% spoilage allowed, ])
Round 15
  Turn 1: Party 1       (Offer: Bid[Pie: a994, ])
  Turn 2: Party 2       (Offer: Bid[Pie: a100, ])
  Turn 3: Party 3       (Offer: Bid[Price: $3.71, Delivery: 20 days, Payment: Upon delivery, Returns: Full price, ])
